Volume,Section_Number,Section_Title,Section_Editor,Component_ID,Component_Title,Component_Editor,Part_Number,Part_Title,Sub_Part_ID,Sub_Part_Title,Chapter_Number,Chapter_Title,Chapter_Authors,start_page,end_page,investigations,treatment_steps,patient_advice,red_flags,prognosis_followup,extraction_status
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,1,Antimicrobial Therapy,,,1e,Antimicrobial Therapy: PK–PD of Antimicrobials,Rajeev Soman,5744,5748,"[""Minimum inhibitory concentration (MIC) measurement"", ""Peak serum level (Cmax)"", ""Trough level (Cmin)"", ""Area under the concentration-time curve (AUC)""]","[""Use loading dose before prolonged/continuous infusions"", ""Maximize concentration and prolong dosing interval for aminoglycosides, daptomycin, fluoroquinolones"", ""Maximize duration of exposure by prolonged or continuous infusion and small frequent doses for penicillins, cephalosporins, carbapenems, erythromycin, linezolid"", ""Maximize exposure by increasing amount of drug for vancomycin, colistin, azithromycin, clindamycin, oxazolidinones, tetracyclines""]",[],"[""Inadequate dosing leads to resistance evolution"", ""Sub-inhibitory antibiotic levels increase mutation rates"", ""Accumulation of drugs in kidney or liver dysfunction""]","[""Monitor antibiotic concentrations in critically ill patients"", ""Optimization of PK-PD indices enhances therapy success"", ""Reduced adverse effects with PK-PD based dosing"", ""Further studies needed to define optimization role in clinical practice""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,1,Antimicrobial Therapy,,,2e,Mechanisms of Antimicrobial Resistance,"Mukesh Bairwa, Minakshi Dhar",5749,5754,"[""Lack of susceptibility testing and surveillance of resistance organism mentioned as a problem""]",[],"[""Avoid misuse of antibiotics by not taking without prescription"", ""Report if expired or poor quality antibiotics received""]","[""Irrational use of antibiotics increases risk of resistant bacteria"", ""Overcrowding and incompliance with infection control policies increases dissemination of resistant organisms""]",[],Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,1,Antimicrobial Therapy,,,3e,Inhibitors of Cell Wall Synthesis,Piyush Ashok Chaudhari,5755,5765,[],"[""Penicillin G for meningitis, endocarditis, syphilis, puerperal infections, genital infections by Clostridia, Actinomycosis, anaerobic infections"", ""Anti-staphylococcal penicillins (Dicloxacillin, Flucloxacillin) for MSSA infections"", ""Aminopenicillins (Amoxicillin, Ampicillin) for respiratory infections, endocarditis, UTI, bacterial gastroenteritis"", ""Amoxicillin as part of H. pylori infection regimen"", ""Extended spectrum penicillins (Piperacillin) \u00b1 aminoglycosides for Pseudomonal infections"", ""Penicillin V or benzathine penicillin for acute rheumatic fever prophylaxis"", ""Oral penicillin for infection prevention in asplenic/agammaglobulinemic children"", ""Cefazolin for surgical prophylaxis, endocarditis (if penicillin allergic)"", ""First gen cephalosporins for skin/soft tissue infections, streptococcal pharyngitis"", ""Second gen cephalosporins for otitis media, sinusitis, early Lyme\u2019s disease"", ""Cephamycins for Bacteroides coverage"", ""Third gen cephalosporins (e.g. Ceftriaxone) for meningitis, pneumonia, otitis media, gonorrhea (single dose), UTI, peritonitis, syphilis (penicillin allergic)"", ""Ceftazidime or Cefoperazone for Pseudomonal infections in febrile neutropenia, cystic fibrosis"", ""Fourth gen cephalosporins (Cefepime, Cefpirome) for serious gram negative infections, malignant otitis externa"", ""Fifth gen cephalosporins (Ceftaroline) for MRSA, severe CAP, SSTI"", ""Carbapenems (Imipenem, Meropenem, Doripenem) for complicated infections, bacteremia, intra-abdominal infections, pneumonia, osteomyelitis"", ""Ertapenem for once-daily dosing (avoid in meningitis)"", ""Aztreonam for proven infections with Enterobacteriaceae, Neisseria, Pseudomonas; alternative in renal dysfunction"", ""Vancomycin for MRSA, Enterococci, penicillin-resistant Streptococci infections, meningitis/ventriculitis (possibly intrathecal)"", ""Oral vancomycin for moderate-severe C. difficile infection"", ""Teicoplanin for similar indications as vancomycin"", ""Daptomycin for skin/soft tissue infections, right-sided endocarditis, osteoarticular infections by susceptible strains""]","[""Complete full prescribed course of antibiotics"", ""Report any allergic or infusion reactions immediately"", ""Vancomycin: Monitor for hearing and kidney problems"", ""Return if symptoms persist or worsen during treatment""]","[""Allergic reactions: drug rash, urticaria, anaphylaxis, angioedema"", ""Serum sickness, neutropenia, hemolysis, interstitial nephritis"", ""Seizures with carbapenems (especially in renal or neurologic disease)"", ""Red-man syndrome with vancomycin (infusion related)"", ""Ototoxicity and nephrotoxicity with vancomycin"", ""Cross allergy: all penicillins, 5\u201310% cephalosporins in penicillin allergic"", ""Clostridium difficile infection with any beta lactam (especially prolonged use)"", ""Reversible myopathy with daptomycin (especially high doses)""]","[""Therapeutic drug monitoring with vancomycin trough levels recommended"", ""Monitor for adverse effects during treatment"", ""Switch antibiotics if resistance or allergic reaction develops""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,1,Antimicrobial Therapy,,,4e,Protein Synthesis Inhibitors and Folate Metabolism Inhibitors,Raman Gaikwad,5766,5774,"[""Double disk diffusion D test for inducible clindamycin resistance detection in vitro""]","[""Amikacin 15 mg/kg q24h IV/IM"", ""Gentamicin 5.1 mg/kg q24h IV or 1.7\u20132.0 mg/kg q8h"", ""Tobramycin 5.1 mg/kg q24h IV"", ""Streptomycin 15 mg/kg q24h IM"", ""Erythromycin 250\u2013500 mg q6h PO"", ""Azithromycin 500\u20131000 mg q24h PO"", ""Clarithromycin 500 mg q12h PO"", ""Clindamycin 600 mg q8h IV or 300 mg q6h PO"", ""Doxycycline 100 mg q12h PO/IV"", ""Minocycline 100 mg q12h PO/IV"", ""Tigecycline 100 mg IV first dose then 50 mg q12h IV"", ""Cotrimoxazole 1\u20132 DS tablets (960 mg) q12h PO"", ""For PCP, cotrimoxazole 2 DS tablets q8h"", ""Chloramphenicol 500\u20131,000 mg q6h IV/PO""]","[""Take doxycycline with a full glass of water to prevent esophagitis"", ""Complete full course of antibiotics as prescribed""]","[""Nephrotoxicity with aminoglycosides, risk increases with prolonged use"", ""Ototoxicity (hearing loss, imbalance, vertigo) with aminoglycosides"", ""Aminoglycosides: avoid in myasthenia gravis due to risk of muscle weakness exacerbation"", ""Aminoglycosides doses must be reduced in renal dysfunction"", ""Macrolides: risk of QT interval prolongation and torsades de pointes"", ""Cholestatic hepatitis and C. difficile colitis with macrolides"", ""Drug interactions with erythromycin and clarithromycin via CYP P450 inhibition"", ""Clindamycin may cause C. difficile-associated pseudomembranous colitis"", ""Sulfonamides risk of Stevens-Johnson syndrome, erythema multiforme, hemolysis in G6PD deficiency"", ""Trimethoprim: hyperkalemia, agranulocytosis, elevated creatinine"", ""Doxycycline: avoid in pregnancy and children under 8 due to teeth staining, hepatotoxicity"", ""Doxycycline: photosensitivity""]","[""Once-daily aminoglycoside dosing is as effective as multiple daily dosing with fewer adverse effects"", ""Monitor renal function during aminoglycoside therapy"", ""Monitor QT interval if on macrolides"", ""Monitor for C. difficile colitis and skin reactions with clindamycin or sulfonamides"", ""Monitor for bone marrow suppression with chloramphenicol"", ""Monitor for agranulocytosis and hematologic toxicity with cotrimoxazole""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,1,Antimicrobial Therapy,,,5e,Spotlight on Newer Antibiotics for Resistant Infections,Mala Vinod Kaneria,5775,5285," [
    ""Determine Minimum Inhibitory Concentration (MIC) of the pathogen"",
    ""Measure pharmacokinetic (PK) parameters: Peak serum level (Cmax), Trough level (Cmin), Area Under the Curve (AUC)"",
    ""Calculate PK/PD indices to guide therapy: Peak/MIC, Time above MIC (T >MIC), and 24h-AUC/MIC ratio""
  ]","[
    ""For concentration-dependent drugs (e.g., aminoglycosides), maximize concentration (Peak/MIC)"",
    ""For time-dependent drugs (e.g., penicillins, carbapenems), maximize duration of exposure above MIC (T >MIC) via prolonged or continuous infusion"",
    ""For exposure-dependent drugs (e.g., vancomycin), maximize total drug exposure (24h-AUC/MIC)"",
    ""Administer a loading dose before starting prolonged or continuous infusions for rapid onset"",
    ""Use population PK modeling and Monte Carlo simulation to optimize dosing in special populations""
  ]","[
    ""Apply PK-PD principles especially for critically ill, obese, elderly, or pediatric patients"",
    ""Consider higher tolerated doses over smallest effective doses to prevent resistance evolution"",
    ""Recognize that standard dosing may be inadequate in patients with altered physiology (e.g., sepsis, burns)""
  ]","[
    ""Inadequate dosing or sub-inhibitory antibiotic levels increase mutation rates and promote resistance"",
    ""Critically ill patients often have altered PK: increased volume of distribution, altered protein binding, and variable renal/hepatic clearance"",
    ""Large volume resuscitation, bleeding, and continuous renal replacement therapy (CRRT) can lower antibiotic concentrations"",
    ""Uncertainty in applying these strategies to specific infection sites like CSF, urine, and bone/joints"",
    ""Liver or kidney dysfunction can lead to drug accumulation and toxicity""
  ]","[
    ""PK-PD optimization is most beneficial in patients with high APACHE scores, high organism burden, and infections with high MICs"",
    ""Application of PK-PD can enhance therapeutic success and minimize resistance emergence"",
    ""PK-PD principles help overcome challenges of high inoculum size and variable drug penetration"",
    ""Consider PK-PD optimization when treating infections in patients with altered pathophysiology (e.g., critically ill)""
  ]",Failed - No text extracted
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.1,Gram-positive Infections,6e,Listeria monocytogenes Infections,BR Bansode,5286,5790,"[""Blood culture"", ""CSF culture"", ""Amniotic fluid culture"", ""PCR diagnostic test (limited availability)""]","[""Ampicillin 2 g IV every 6 hours in adults"", ""Add Gentamicin 1\u20131.7 mg/kg every 8 hours for synergy"", ""IV TMP-SMX 15\u201320 mg/kg in 3\u20134 divided doses if penicillin allergic"", ""Adjust doses in chronic kidney disease"", ""Duration: Bacteremia - 2 weeks"", ""Meningitis - 3 weeks"", ""Brain abscess - 6\u20138 weeks"", ""Endocarditis - 4\u20136 weeks""]","[""Avoid consuming unpasteurized dairy products"", ""Cook meats thoroughly"", ""Wash vegetables, fruits, utensils before use"", ""Reheat ready-to-eat food items before consumption""]","[""Neurological complications such as altered sensorium, seizures"", ""Pregnancy-associated fetal loss especially before 29 weeks"", ""High fetal mortality rate despite treatment"", ""Endocarditis with high mortality""]","[""Early diagnosis and treatment leads to full recovery"", ""Neurological complications are rare but possible"", ""Pregnancy increases risk of severe fetal-neonatal complications""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.2,Gram-negative Infections,7e,Legionnaires’ Disease,"Suneetha Narreddy, Venkat Ramesh",5791,5799,"[""Legionella culture on special media"", ""Legionella urinary antigen"", ""Legionella PCR from sputum or BAL"", ""Direct fluorescent antibody (DFA) testing"", ""Antibody detection by IFA or ELISA"", ""Radiological imaging for patchy lobar opacities"", ""Elevated ferritin levels"", ""C-reactive protein >100 mg/L"", ""Hyponatremia"", ""Raised liver enzymes"", ""Elevated blood urea nitrogen and creatinine""]","[""Levofloxacin 750 mg IV/PO q24h for 7\u201310 days"", ""Moxifloxacin 400 mg IV/PO q24h"", ""Azithromycin 500 mg IV/PO q24h"", ""Doxycycline 100 mg IV/PO q12h"", ""Clarithromycin 500 mg IV/PO q12h"", ""Erythromycin 500 mg\u20131 g IV/PO q6h"", ""Rifampin 10 mg/kg daily (max 600 mg/day) in combination"", ""7\u201310 day course for immunocompetent; 14\u201321 days for immunosuppressed"", ""Consider ECMO for critically ill patients with hypoxemic respiratory failure""]","[""No need for isolation of confirmed or suspected LD"", ""Reduce cigarette and alcohol consumption"", ""Avoid exposure to aerosols from water sources"", ""Maintain cleanliness of water systems"", ""Avoid water stagnation"", ""Avoid temperatures between 20 and 45\u00b0C"", ""Control release of water spray"", ""No vaccine available for LD""]","[""Failure to respond to treatment with \u03b2-lactams alone"", ""Presence of risk factors: older age, immunosuppression, chronic diseases"", ""Critically ill with hypoxemic respiratory failure""]","[""Mortality reduced to 5\u201310% with treatment"", ""Untreated mortality 16\u201330%"", ""7\u201310 days recovery in immunocompetent"", ""14\u201321 days for immunosuppressed with severe disease"", ""Monitor for symptom improvement and complications""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.2,Gram-negative Infections,8e,Plague and Other Yersinia Infections,Vipul V Shah,5800,5809,"[""Blood, bubo fluid, sputum/tracheal wash/bronchoalveolar lavage for smear and culture"", ""Pharyngeal swab for pharyngeal plague"", ""CSF for meningeal plague"", ""Gram's stain of specimens"", ""Wayson or Wright-Giemsa stain for bipolar appearance"", ""Direct fluorescent antibody (DFA) test for F1 antigen"", ""Enzyme immunoassay for F1 antigen"", ""Automated blood culture"", ""Culture on MacConkey or eosin methylene blue agar"", ""Bacteriophage lysis test"", ""Rapid diagnostic test (RDT) for F1 antigen"", ""PCR for Y. pestis genes"", ""Fourfold rise in antibody to F1 antigen in paired serum"", ""Neutrophilic leukocytosis with left shift"", ""Platelet count"", ""Chest X-ray for consolidation or infiltrates"", ""Stool culture for enteropathogenic yersinia"", ""Serology for yersiniosis""]","[""Streptomycin is drug of choice"", ""Gentamycin as alternative to streptomycin"", ""Tetracycline, doxycycline, chloramphenicol, ciprofloxacin, levofloxacin can be used"", ""Total treatment duration 10 days or at least 3 days after afebrile"", ""Monitor and aggressively manage septic shock, multiorgan failure, ARDS, DIC"", ""Supportive therapy for diarrhea in yersiniosis"", ""Fluoroquinolones for systemic Yersinia infection"", ""Third-generation cephalosporins as alternative for Yersinia systemic infection""]","[""Isolation with respiratory droplet precautions for pneumonic plague"", ""Start treatment immediately if plague suspected, do not wait for lab confirmation"", ""Prevent fleabite"", ""Avoid direct handling of rodents or tissues in endemic areas"", ""Avoid exposure to pneumonic plague patients during outbreaks"", ""Improvement of sanitation in dwellings helps control rodents""]","[""Rapid progression to septic shock"", ""Multiple organ failure"", ""Adult respiratory distress syndrome (ARDS)"", ""Disseminated intravascular coagulation (DIC)"", ""High mortality without treatment""]","[""Untreated bubonic plague mortality 40\u201370%"", ""Untreated pneumonic/septicemic plague mortality >90%"", ""Appropriate treatment leads to improvement in few days"", ""Bubo may remain enlarged even after a week"", ""Monitor for complications of shock, organ failure, ARDS, DIC""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.2,Gram-negative Infections,9e,Infections with Gram-negative Anaerobes,Mahesh Kumar Lakhe,5810,5815,"[""Colony morphology identification"", ""Gram stain of clinical specimen"", ""Pigment production in natural light"", ""Fluorescence emission after UV light exposure"", ""Numerous biochemical tests"", ""Contrast-enhanced CT for jugular vein thrombosis"", ""Culture and sensitivity testing""]","[""Empirical antibiotics covering anaerobes and coliforms for intra-abdominal infections"", ""Broad-spectrum monotherapy or two drugs for urogenital tract infections"", ""Broad coverage for skin and soft tissue infections"", ""Metronidazole plus \u03b2-lactam/\u03b2-lactamase inhibitor or third-generation cephalosporin for CNS infections"", ""Prophylactic antibiotics for colorectal surgery"", ""Incision and drainage of abscesses"", ""D\u00e9bridement of necrotic tissues"", ""Placement of percutaneous drains under imaging guidance"", ""Use carbapenems, metronidazole, \u03b2-lactam/\u03b2-lactamase inhibitor combination, tigecycline, chloramphenicol, high-dose antipseudomonal penicillins as nearly always active options""]",[],"[""Ludwig\u2019s angina with risk of asphyxiation"", ""Presence of palpable or imaged gas in tissues"", ""Foul-smelling purulent discharge"", ""Tissue necrosis"", ""Septic emboli resulting in systemic abscesses"", ""Mortality rates up to 60% if untreated""]","[""Mortality for GNAR bacteremia ranges from 15 to 60%"", ""Monitor for clinical improvement after intervention"", ""Decrease in surgical wound infection rates with prophylactic antibiotics""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.2,Gram-negative Infections,10e,Melioidosis,"Ayesha Sunavala, Umang Agrawal",5816,5828,"[""Blood culture for Burkholderia pseudomallei"", ""Culture from body secretions or tissue"", ""Gram stain for bipolar staining ('safety pin')"", ""Ashdown\u2019s agar culture"", ""Liquid transport broth with gentamicin or colistin"", ""Culture on sheep blood agar"", ""Culture on MacConkey agar"", ""Biochemical tests: oxidase and arginine positivity, indole and lysine negativity"", ""Automated blood culture systems (e.g., VITEK-2)"", ""Serological tests: IHA, complement fixation, IgM, IgG (limited utility)"", ""Direct immunofluorescence assays, lateral flow assay, PCR where available"", ""Chest radiograph for pneumonia, nodular infiltrates, cavities""]","[""Initial IV intensive therapy for at least 2 weeks"", ""Oral eradication therapy for minimum 3 months"", ""Ceftazidime for noncritical illness"", ""Carbapenems (imipenem or meropenem) for intensive care patients"", ""Imipenem 50 mg/kg/day"", ""Ceftazidime 120 mg/kg/day"", ""IV TMP-SMX combined with ceftazidime or carbapenem for select cases"", ""Oral TMP-SMX for eradication phase"", ""Doxycycline if TMP-SMX contraindicated"", ""Amoxicillin-clavulanate for pregnancy or children unable to tolerate TMP-SMX"", ""Adjunctive surgical drainage for large abscesses"", ""G-CSF may be considered for septic shock (based on observational trend)""]","[""Minimize exposure to wet season soil and surface water in endemic areas"", ""Awareness for at-risk individuals such as diabetics"", ""Return for follow-up as advised after treatment"", ""Complete full course of prescribed antibiotics""]","[""Bacteremia"", ""Hypotension"", ""Absence of fever"", ""Leukopenia"", ""Organ dysfunction"", ""Positive urine or sputum cultures""]","[""High mortality in severe melioidosis despite optimal treatment"", ""Relapse common if <12 weeks treatment given"", ""Poor prognosis with bacteremia, hypotension, organ dysfunction"", ""Life-long suppressive antibiotics may be needed after vascular prosthetic surgery"", ""Follow-up for relapse, persistent disease, or morbidity after therapy""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,2,Bacterial Infections,2.2,Gram-negative Infections,11e,Whooping Cough (Pertussis),"Ravikant Porwal, Aruna Jain",5829,5833,"[""Marked lymphocytosis"", ""Low erythrocyte sedimentation rate (ESR)"", ""0\u20132 weeks cough: Culture + RT-PCR"", ""2\u20134 weeks cough: RT-PCR and serology"", "">4 weeks cough: Serology""]","[""<6 months: Azithromycin 10 mg/kg/day for 5 days"", "">6 months: Azithromycin 10 mg/kg day 1, 5 mg/kg/day days 2\u20135"", "">6 months: Clarithromycin 15 mg/kg/d divided BID for 7 days"", "">6 months: Erythromycin 40\u201350 mg/kg/d divided QID for 14 days"", ""Adults: Azithromycin 500 mg OD day 1, 250 mg OD day 2\u20135"", ""Adults: Clarithromycin 1 g/d divided BID for 7 days"", ""Adults: Erythromycin 2 g/d divided QID for 14 days"", "">6 months and children: TMP 8 mg/kg/d-SMX 40 mg/kg/d divided BID for 14 days (max TMP 320 mg/d)"", ""Adults: TMP 320 mg-SMX 1600 mg/d divided BID for 14 days"", ""Treat <1 year within 6 weeks of cough onset, >1 year within 3 weeks"", ""Strictly isolate patient for 6\u20137 days after starting antibiotics""]","[""Isolate for 6\u20137 days after initiating antibiotic therapy"", ""Close contacts receive postexposure prophylaxis within 3 weeks of cough onset"", ""Routine DPT vaccination schedule at 6, 10, 14 weeks, boosters at 15\u201318 months, 4\u20135 years"", ""Tdap booster at 10\u201311 years of age"", ""Unimmunized adults: three doses of Tdap at 0, 1, and 6 months"", ""Pregnant females: single Tdap dose at 27\u201336 weeks pregnancy""]","[""Development of pneumonia, pneumothorax, otitis media, bronchiectasis"", ""Retinal or subconjunctival hemorrhages"", ""Inguinal or abdominal wall hernia, rectal prolapse"", ""Rib fractures, intracranial hemorrhage, encephalopathy, seizures"", ""Malnutrition due to prolonged illness"", ""Flaring up of tuberculosis""]","[""Gradual recovery in convalescent stage (2\u20133 weeks)"", ""Monitor for complications in infants and young children"", ""Hospitalization risk increases with patient age (>65 years higher risk)""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,3,Miscellaneous Bacterial Infection,,,12e,Nonsyphilitic Treponematoses,Purwa Doke,5834,5839,"[""Clinicoepidemiological diagnosis based on skin lesions"", ""Serological tests designed for syphilis"", ""VDRL test"", ""Rapid plasma reagin (RPR) test"", ""Dark-field microscopy from infectious lesions""]","[""Single dose 30 mg/kg (max 2 g) azithromycin"", ""Single intramuscular dose benzathine penicillin G"", ""Treat all household contacts""]","[""Improve sanitation"", ""Maintain overall hygiene""]","[""Untreated patients remain potentially infectious life-long"", ""Painful osteoperiostitis and skeletal disfigurement in late yaws""]","[""Patients become noninfectious within 24 hours after treatment"", ""Lesions heal within 2\u20134 weeks post-treatment"", ""Pinta lesions may take up to 1 year to heal""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,3,Miscellaneous Bacterial Infection,,,13e,Donovanosis,Laxman G Jessani,5840,5844,"[""Tissue smear from ulcer margin stained with Giemsa or Leishman stain"", ""Biopsy for smear negative cases or unresponsive cases or if malignancy is suspected"", ""Polymerase chain reaction (PCR) as research tool"", ""Indirect immunofluorescent technique for serology (not confirmatory)"", ""Examine partners for infection""]","[""Azithromycin 1g weekly or 500mg daily for at least 3 weeks or until all lesions healed"", ""Cotrimoxazole DS twice daily for 3 or more weeks"", ""Oral doxycycline 100mg twice daily for 3 or more weeks"", ""Ciprofloxacin 750mg twice daily for 3 or more weeks"", ""Erythromycin 500mg four times a day during pregnancy or lactation"", ""Gentamycin 1mg/kg 8 hourly for poor response"", ""Offer treatment to partners within 60 days prior to onset of lesions""]","[""Examine and offer treatment to sexual partners"", ""Complete full antibiotic course until lesion resolution"", ""Return for follow-up until all signs resolve""]","[""Poor response to antibiotics within a few weeks"", ""Lesion difficult to distinguish from carcinoma"", ""Advanced intractable lesions causing tissue destruction"", ""HIV co-infection requiring longer therapy""]","[""Follow-up until resolution of disease signs"", ""Recurrence possible despite initial response"", ""Monitor response in cases with suspected carcinoma"", ""Prolonged therapy and monitoring for HIV co-infection cases"", ""Consider surgery for advanced intractable lesions""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,3,Miscellaneous Bacterial Infection,,,14e,Bartonella Infections,Pallavi Bhargava,5845,5849,"[""Histopathologic examination of lymph nodes"", ""Warthin\u2013Starry stain on tissue"", ""Serology by IFA or ELISA"", ""PCR on tissue"", ""Blood culture for B. quintana"", ""Histopathological examination for BA"", ""HPE for verruga peruana"", ""Prolonged incubation of blood cultures with specialized techniques"", ""PCR on valvular tissue for endocarditis"", ""Positive serology for endocarditis""]","[""Oral azithromycin for 5 days for severe CSD"", ""Erythromycin for CSD and BA"", ""Rifampicin for CSD and verruga peruana"", ""Doxycycline for CSD, BA, trench fever, endocarditis"", ""Ciprofloxacin for CSD, BA, peliosis hepatis, Oroya fever"", ""Azithromycin for CSD and peliosis hepatis"", ""Macrolides or tetracycline for BA, 3 weeks"", ""Doxycycline 100 mg BD for trench fever (4\u20136 weeks)"", ""Erythromycin 2 g/day for trench fever (4\u20136 weeks)"", ""Azithromycin 500 mg/day for trench fever (4\u20136 weeks)"", ""Chloramphenicol IV for Oroya fever"", ""Ceftriaxone, doxycycline, gentamicin, rifampicin for endocarditis"", ""Valve replacement for endocarditis (4\u20136 months)"", ""Rifampicin, ciprofloxacin, chloramphenicol for verruga peruana (1\u20132 weeks)""]","[""Suspect CSD with skin lesions and lymphadenopathy in patients exposed to cats""]","[""Exposure to cats with skin lesions and lymphadenopathy"", ""Severe manifestations of CSD including CNS, liver, spleen, or bone involvement""]","[""CSD is usually self-limiting, resolves in weeks to months"", ""Cutaneous BA lesions respond to 3-week antibiotic course"", ""High mortality in untreated Oroya fever"", ""Endocarditis treatment 4\u20136 months, may require valve replacement""]",Success
e-content,1e,INFECTIOUS DISEASES,,1Ae,General Considerations and Bacterial Infections,Rajeev Soman,3,Miscellaneous Bacterial Infection,,,15e,Nocardiosis,Akashdeep Singh,5850,5860,"[""Microscopy for delicate filamentous gram-positive branching rods"", ""Modified acid-fast (Kinyoun) stain"", ""Auramine-rhodamine fluorescent stain"", ""Histopathology for necrosis and abscess"", ""Aerobic bacterial, fungal, and mycobacterial culture"", ""Selective culture media (buffered charcoal yeast extract, modified Thayer-Martin agar)"", ""Culture incubation for approximately 4 weeks"", ""Polymerase chain reaction (PCR) for diagnosis"", ""16S rRNA gene analysis"", ""MALDI-TOF mass spectrometry"", ""Microdilution method for antimicrobial susceptibility testing"", ""E-test method for susceptibility testing"", ""Chest radiography"", ""Brain imaging in all immunocompromised and pulmonary nocardiosis patients"", ""CT scan of chest for follow-up"", ""Radiological imaging for brain abscess follow-up""]","[""Initiate antibiotics after microbiological confirmation"", ""Start empiric antibiotics if life-threatening disease suspected"", ""Initial empiric therapy: ceftriaxone, cefotaxime, amikacin, linezolid, cotrimoxazole, imipenem, meropenem"", ""Noninvasive cases: oral cotrimoxazole or linezolid"", ""Invasive/CNS cases: combination therapy"", ""Switch IV to oral monotherapy after 3\u20136 weeks if improved and no CNS disease"", ""CNS/multiorgan/immunocompromised: oral combination therapy after 6 weeks IV if improved"", ""Oral regimen: TMP-SMX 10 mg/kg/day in 2-3 divided doses"", ""Minocycline 100 mg BID"", ""Amoxicillin-clavulanate 875 mg BID"", ""Duration: 6 months (invasive, no CNS); 12 months (CNS involvement)"", ""Surgical treatment for deep abscesses or non-response to antibiotics"", ""Parenteral to oral antibiotic switch based on susceptibility and clinical response"", ""Monitor for adverse drug effects and switch antibiotics if needed""]","[""Notify laboratory if Nocardia suspected for proper media and stains"", ""Avoid certain sputum decontamination solutions toxic to Nocardia (sodium hydroxide, N-acetylcysteine, benzalkonium chloride)"", ""Report if symptoms do not improve or recur after therapy"", ""Adhere to prescribed antibiotic duration""]","[""Clinical worsening during treatment"", ""Evidence of CNS involvement"", ""No microbiological diagnosis with ongoing symptoms"", ""Antibiotic adverse effects: myelosuppression, nephrotoxicity, ototoxicity, seizures"", ""Non-response to initial therapy""]","[""Defervescence after a few days of antibiotics"", ""Skin lesions improve within weeks"", ""Follow-up imaging of initially infected site is essential"", ""Chest CT after 2 weeks and at 6 weeks if pulmonary nocardiosis"", ""Rare radiological improvement before 4\u20136 weeks in brain abscess"", ""Earlier imaging if clinical worsening"", ""Monitor for sustained improvement or relapse after switching to oral therapy"", ""Secondary prophylaxis may be considered if ongoing immunosuppression""]",Success
